,cell_type,regulon,Z
1724,Tcm1_ANXA1,Regulon(MAFF(+)),0.6253613452189789
4429,Trm-Exh4_TOX2,Regulon(KDM5A(+)),0.6236910043293609
2513,Tem_GNLY,Regulon(MLX(+)),0.6224387342349834
5195,Trm-Prog2_XCL1,Regulon(IRF3(+)),0.6222853311491452
6331,Trm3_TGFBR2,Regulon(GTF3C2(+)),0.621832716988979
4307,Trm-Exh4_TOX2,Regulon(CEBPD(+)),0.619482604527098
866,IRG_ISG15,Regulon(FOXJ2(+)),0.6161820814594772
2545,Tem_GNLY,Regulon(NR3C1(+)),0.6157059852307182
6277,Trm3_TGFBR2,Regulon(E2F7(+)),0.6135377012364164
2354,Tem_GNLY,Regulon(BHLHE41(+)),0.6122216247752688
6501,Trm3_TGFBR2,Regulon(SP2(+)),0.6116894504174171
2584,Tem_GNLY,Regulon(RORA(+)),0.6112170283296402
4905,Trm-Prog1_ZNF683,Regulon(RARA(+)),0.6108543148805078
4827,Trm-Prog1_ZNF683,Regulon(KLF6(+)),0.6090330758646221
4815,Trm-Prog1_ZNF683,Regulon(JUNB(+)),0.6065341267271078
1602,Tcm1_ANXA1,Regulon(DDIT3(+)),0.605862315606559
4450,Trm-Exh4_TOX2,Regulon(MAX(+)),0.6045805191808812
5129,Trm-Prog2_XCL1,Regulon(ETS2(+)),0.6013841946251594
680,Cycling-S_MCM7,Regulon(TAF7(+)),0.6004968623754323
875,IRG_ISG15,Regulon(FOXP3(+)),0.5995724610981571
3126,Trm-Exh1_VCAM1,Regulon(BATF(+)),0.5995316237062362
1486,Tc17_CEBPD,Regulon(XBP1(+)),0.5969570146250018
4398,Trm-Exh4_TOX2,Regulon(HMGA1(+)),0.596412601366725
2238,Tcm2_IL7R,Regulon(TBX21(+)),0.5961027254985852
282,Cycling-G2/M_TOP2A,Regulon(SREBF1(+)),0.5958597771299783
5268,Trm-Prog2_XCL1,Regulon(NR3C1(+)),0.5948810580719682
1953,Tcm2_IL7R,Regulon(ATF4(+)),0.5946159709529598
1690,Tcm1_ANXA1,Regulon(IKZF1(+)),0.5934055337644907
6369,Trm3_TGFBR2,Regulon(JDP2(+)),0.5928235544569298
2107,Tcm2_IL7R,Regulon(KLF9(+)),0.592208827193024
6560,Trm3_TGFBR2,Regulon(ZNF143(+)),0.5911451320155741
5354,Trm-Prog2_XCL1,Regulon(TCF7(+)),0.5908794997425377
4749,Trm-Prog1_ZNF683,Regulon(FOSB(+)),0.5905477652411102
4490,Trm-Exh4_TOX2,Regulon(NR3C1(+)),0.589619952098798
5313,Trm-Prog2_XCL1,Regulon(RUNX2(+)),0.5892792562966327
5393,Trm-Prog2_XCL1,Regulon(ZNF143(+)),0.5876793951218845
4413,Trm-Exh4_TOX2,Regulon(IKZF1(+)),0.5872324733906636
3557,Trm-Exh2_CXCL13,Regulon(EGR2(+)),0.584990578709431
2352,Tem_GNLY,Regulon(BDP1(+)),0.5839705328719907
6285,Trm3_TGFBR2,Regulon(ELF4(+)),0.5827606296791938
2380,Tem_GNLY,Regulon(DDIT3(+)),0.582558493041316
6591,Trm3_TGFBR2,Regulon(ZNF568(+)),0.5806767351487923
5951,Trm2_TNFSF9,Regulon(HIST2H2BE(+)),0.5787335336315003
6506,Trm3_TGFBR2,Regulon(SREBF1(+)),0.5786675184143395
1798,Tcm1_ANXA1,Regulon(RELA(+)),0.5786251198504567
6579,Trm3_TGFBR2,Regulon(ZNF420(+)),0.5782130048381102
1326,Tc17_CEBPD,Regulon(KLF6(+)),0.5779187594590228
6451,Trm3_TGFBR2,Regulon(POU2F1(+)),0.5751384354886139
3644,Trm-Exh2_CXCL13,Regulon(IRF9(+)),0.5718388862352266
6572,Trm3_TGFBR2,Regulon(ZNF28(+)),0.5715646613785496
4417,Trm-Exh4_TOX2,Regulon(IRF3(+)),0.571075240183778
3325,Trm-Exh1_VCAM1,Regulon(NR5A2(+)),0.5708125640772596
5180,Trm-Prog2_XCL1,Regulon(HOXA10(+)),0.5692058967703936
3788,Trm-Exh2_CXCL13,Regulon(STAT3(+)),0.5688643395982629
1614,Tcm1_ANXA1,Regulon(ELF1(+)),0.5668714765270622
25,Cycling-G2/M_TOP2A,Regulon(CBFB(+)),0.5663575599901507
2405,Tem_GNLY,Regulon(ETS1(+)),0.5622098072081833
1627,Tcm1_ANXA1,Regulon(ETS1(+)),0.5614025851034521
4570,Trm-Exh4_TOX2,Regulon(TAF7(+)),0.5591807425282431
5229,Trm-Prog2_XCL1,Regulon(MAZ(+)),0.5586922890854423
4909,Trm-Prog1_ZNF683,Regulon(REL(+)),0.5581927417310586
5205,Trm-Prog2_XCL1,Regulon(JUND(+)),0.5576701925763119
4335,Trm-Exh4_TOX2,Regulon(EGR2(+)),0.557554353511566
6349,Trm3_TGFBR2,Regulon(HOXB13(+)),0.5567435557353625
612,Cycling-S_MCM7,Regulon(POLE4(+)),0.5549505270950067
1318,Tc17_CEBPD,Regulon(KLF10(+)),0.5544407104207408
2008,Tcm2_IL7R,Regulon(ELK3(+)),0.5540878339585199
711,Cycling-S_MCM7,Regulon(YY1(+)),0.550851836483034
6596,Trm3_TGFBR2,Regulon(ZNF607(+)),0.5506831275151087
6286,Trm3_TGFBR2,Regulon(ELK1(+)),0.5502455354293039
1718,Tcm1_ANXA1,Regulon(KLF9(+)),0.5497281823702638
5074,Trm-Prog2_XCL1,Regulon(BCLAF1(+)),0.5492435623566081
2631,Tem_GNLY,Regulon(TCF7(+)),0.5492393900422999
6565,Trm3_TGFBR2,Regulon(ZNF215(+)),0.54800767215871
1322,Tc17_CEBPD,Regulon(KLF2(+)),0.546127728864706
2801,Treg_FOXP3,Regulon(ETV7(+)),0.5458726657379079
6346,Trm3_TGFBR2,Regulon(HOXA1(+)),0.5455135137025044
4920,Trm-Prog1_ZNF683,Regulon(RORC(+)),0.5449265355334448
4296,Trm-Exh4_TOX2,Regulon(BCLAF1(+)),0.5441486141457896
3540,Trm-Exh2_CXCL13,Regulon(CREM(+)),0.5432610529938725
4918,Trm-Prog1_ZNF683,Regulon(RORA(+)),0.5431541644546899
4376,Trm-Exh4_TOX2,Regulon(FOXP3(+)),0.5401251791037361
1172,Tc17_CEBPD,Regulon(ASCL2(+)),0.5395357112524444
5225,Trm-Prog2_XCL1,Regulon(MAFF(+)),0.5378772795869828
2116,Tcm2_IL7R,Regulon(MAX(+)),0.5377008582615572
2183,Tcm2_IL7R,Regulon(RARG(+)),0.5365077884484006
6589,Trm3_TGFBR2,Regulon(ZNF513(+)),0.5359349845592509
4953,Trm-Prog1_ZNF683,Regulon(STAT1(+)),0.535715459933906
4695,Trm-Prog1_ZNF683,Regulon(CEBPB(+)),0.5354179950866419
6457,Trm3_TGFBR2,Regulon(PPARA(+)),0.5343870745357184
6324,Trm3_TGFBR2,Regulon(GABPB1(+)),0.5325401476550528
6563,Trm3_TGFBR2,Regulon(ZNF200(+)),0.5311144778164093
6477,Trm3_TGFBR2,Regulon(RPP25(+)),0.5301398004495542
58,Cycling-G2/M_TOP2A,Regulon(ELF1(+)),0.5281292738577832
3687,Trm-Exh2_CXCL13,Regulon(MYB(+)),0.526782778047144
313,Cycling-G2/M_TOP2A,Regulon(TP73(+)),0.5256362759738021
2350,Tem_GNLY,Regulon(BCL3(+)),0.524996669888523
5075,Trm-Prog2_XCL1,Regulon(BDP1(+)),0.5248037684037494
6472,Trm3_TGFBR2,Regulon(RFX8(+)),0.5238514169359382
4076,Trm-Exh3_CCL4,Regulon(MYB(+)),0.5224332456086265
314,Cycling-G2/M_TOP2A,Regulon(TRIM28(+)),0.5223277511321016
2096,Tcm2_IL7R,Regulon(KLF10(+)),0.5214942967261641
3185,Trm-Exh1_VCAM1,Regulon(ETV1(+)),0.5208367394948276
561,Cycling-S_MCM7,Regulon(MAZ(+)),0.5205731792343783
3359,Trm-Exh1_VCAM1,Regulon(RFX5(+)),0.5191348148501105
5203,Trm-Prog2_XCL1,Regulon(JUN(+)),0.5187679778172811
4025,Trm-Exh3_CCL4,Regulon(IL21(+)),0.5186789052323075
1792,Tcm1_ANXA1,Regulon(RAD21(+)),0.5181870766772431
2736,Treg_FOXP3,Regulon(BARX2(+)),0.5155209891206032
1853,Tcm1_ANXA1,Regulon(TCF7(+)),0.5154057563287445
2081,Tcm2_IL7R,Regulon(IRF1(+)),0.5140734818291705
6592,Trm3_TGFBR2,Regulon(ZNF583(+)),0.5130407330142934
1404,Tc17_CEBPD,Regulon(RARA(+)),0.5127453340764133
5280,Trm-Prog2_XCL1,Regulon(POLE4(+)),0.5101686309810912
4219,Trm-Exh3_CCL4,Regulon(ZEB1(+)),0.5101250556572162
4163,Trm-Exh3_CCL4,Regulon(SOX4(+)),0.5100339415225958
31,Cycling-G2/M_TOP2A,Regulon(CHD2(+)),0.5097599989784112
3125,Trm-Exh1_VCAM1,Regulon(BARX2(+)),0.5090268185385322
2621,Tem_GNLY,Regulon(STAT3(+)),0.5089795143789135
2365,Tem_GNLY,Regulon(CHD2(+)),0.5089465302935879
3990,Trm-Exh3_CCL4,Regulon(GABPB1(+)),0.5084375392229721
5536,Trm1_GZMH,Regulon(FOXK2(+)),0.5076052926188379
1702,Tcm1_ANXA1,Regulon(JUN(+)),0.5070190474873165
320,Cycling-G2/M_TOP2A,Regulon(YBX1(+)),0.5038786704030271
2355,Tem_GNLY,Regulon(BPTF(+)),0.503666053796262
5293,Trm-Prog2_XCL1,Regulon(RAD21(+)),0.5034886417750719
6504,Trm3_TGFBR2,Regulon(SP6(+)),0.5027523332348957
5630,Trm1_GZMH,Regulon(MTF1(+)),0.5018372573681491
2496,Tem_GNLY,Regulon(KLF9(+)),0.4997491360574845
1587,Tcm1_ANXA1,Regulon(CHD2(+)),0.49693695557567996
2351,Tem_GNLY,Regulon(BCLAF1(+)),0.4943284764186945
6337,Trm3_TGFBR2,Regulon(HEY2(+)),0.4939850259046873
5299,Trm-Prog2_XCL1,Regulon(RELA(+)),0.49312222651380405
4558,Trm-Exh4_TOX2,Regulon(SP4(+)),0.49181986329639155
4723,Trm-Prog1_ZNF683,Regulon(EGR1(+)),0.49171480542905466
5860,Trm2_TNFSF9,Regulon(CBFB(+)),0.49123438968933725
4631,Trm-Exh4_TOX2,Regulon(ZNF362(+)),0.4907189057454409
6534,Trm3_TGFBR2,Regulon(TGIF2(+)),0.4906097265085896
6296,Trm3_TGFBR2,Regulon(ETS2(+)),0.4904185561759511
1564,Tcm1_ANXA1,Regulon(ATF4(+)),0.49029628477980286
5307,Trm-Prog2_XCL1,Regulon(RORA(+)),0.4902497765141321
71,Cycling-G2/M_TOP2A,Regulon(ETS1(+)),0.4884621843789797
2531,Tem_GNLY,Regulon(NFIL3(+)),0.48687053594372004
2265,Tcm2_IL7R,Regulon(YBX1(+)),0.48655519692028787
5342,Trm-Prog2_XCL1,Regulon(STAT1(+)),0.48593086172670635
1138,IRG_ISG15,Regulon(ZNF460(+)),0.4852974955115976
4314,Trm-Exh4_TOX2,Regulon(CREB1(+)),0.48520494273635645
2187,Tcm2_IL7R,Regulon(RELA(+)),0.4851424932794146
530,Cycling-S_MCM7,Regulon(IRF7(+)),0.4836890122548125
1012,IRG_ISG15,Regulon(PPARG(+)),0.4826380677699648
2482,Tem_GNLY,Regulon(JUND(+)),0.4818745636227759
4521,Trm-Exh4_TOX2,Regulon(RELA(+)),0.4817919675189125
2797,Treg_FOXP3,Regulon(ETV2(+)),0.48017319828179855
532,Cycling-S_MCM7,Regulon(IRF9(+)),0.4783992105324909
5923,Trm2_TNFSF9,Regulon(FOXJ2(+)),0.478063411904244
709,Cycling-S_MCM7,Regulon(YBX1(+)),0.47757471739285384
1574,Tcm1_ANXA1,Regulon(BDP1(+)),0.4768529980681854
2649,Tem_GNLY,Regulon(UBTF(+)),0.47674042470594885
2277,Tcm2_IL7R,Regulon(ZFY(+)),0.4752694458098881
4451,Trm-Exh4_TOX2,Regulon(MAZ(+)),0.4751723459834885
2108,Tcm2_IL7R,Regulon(LEF1(+)),0.4745742169053286
6288,Trm3_TGFBR2,Regulon(ELK4(+)),0.47446351174352175
5344,Trm-Prog2_XCL1,Regulon(STAT3(+)),0.47339220759952017
4357,Trm-Exh4_TOX2,Regulon(ETV7(+)),0.4732599512951404
176,Cycling-G2/M_TOP2A,Regulon(MEIS1(+)),0.4728870864304544
3807,Trm-Exh2_CXCL13,Regulon(TFDP1(+)),0.4721290517177336
4751,Trm-Prog1_ZNF683,Regulon(FOSL2(+)),0.47178466622496273
6359,Trm3_TGFBR2,Regulon(IL21(+)),0.4688903521573217
6325,Trm3_TGFBR2,Regulon(GATA2(+)),0.468796008192348
6595,Trm3_TGFBR2,Regulon(ZNF597(+)),0.4681581904269805
5085,Trm-Prog2_XCL1,Regulon(CEBPD(+)),0.46799852553795074
6606,Trm3_TGFBR2,Regulon(ZNF799(+)),0.46772945329269194
1622,Tcm1_ANXA1,Regulon(EOMES(+)),0.46558757892307173
4092,Trm-Exh3_CCL4,Regulon(NFYC(+)),0.46402929232675116
4747,Trm-Prog1_ZNF683,Regulon(FLI1(+)),0.4627987230524941
4823,Trm-Prog1_ZNF683,Regulon(KLF2(+)),0.4623095416296814
2613,Tem_GNLY,Regulon(SP4(+)),0.46205196243943863
4297,Trm-Exh4_TOX2,Regulon(BDP1(+)),0.46202256088551524
5140,Trm-Prog2_XCL1,Regulon(FOSL2(+)),0.4617891554790102
2477,Tem_GNLY,Regulon(IRF9(+)),0.46141761403078635
1591,Tcm1_ANXA1,Regulon(CREB1(+)),0.46125168068382794
1313,Tc17_CEBPD,Regulon(JUN(+)),0.46058605636782335
5301,Trm-Prog2_XCL1,Regulon(REST(+)),0.46047714624842384
291,Cycling-G2/M_TOP2A,Regulon(TAF7(+)),0.4602731405206662
6273,Trm3_TGFBR2,Regulon(E2F2(+)),0.45979700761278974
3902,Trm-Exh3_CCL4,Regulon(BACH2(+)),0.4594790859634144
4438,Trm-Exh4_TOX2,Regulon(KLF6(+)),0.4592811006174896
4520,Trm-Exh4_TOX2,Regulon(REL(+)),0.4581249938153034
2557,Tem_GNLY,Regulon(POLE4(+)),0.45696724400589644
1706,Tcm1_ANXA1,Regulon(KDM5A(+)),0.4568525604731068
1639,Tcm1_ANXA1,Regulon(FOSL2(+)),0.4565711092526829
4481,Trm-Exh4_TOX2,Regulon(NFYC(+)),0.45586694865323435
917,IRG_ISG15,Regulon(IRF4(+)),0.4554253804566986
1175,Tc17_CEBPD,Regulon(ATF4(+)),0.4540932245867561
0,Cycling-G2/M_TOP2A,Regulon(AHCTF1(+)),0.45297778336283595
1573,Tcm1_ANXA1,Regulon(BCLAF1(+)),0.4524702569088981
4147,Trm-Exh3_CCL4,Regulon(RUNX3(+)),0.4518627554389387
2532,Tem_GNLY,Regulon(NFKB1(+)),0.4518379191820759
200,Cycling-G2/M_TOP2A,Regulon(NFYA(+)),0.4509004526376531
363,Cycling-G2/M_TOP2A,Regulon(ZNF490(+)),0.4497307857959637
2117,Tcm2_IL7R,Regulon(MAZ(+)),0.44972617389406344
1577,Tcm1_ANXA1,Regulon(BPTF(+)),0.44889449868589554
6394,Trm3_TGFBR2,Regulon(MAFK(+)),0.44817082530636576
4178,Trm-Exh3_CCL4,Regulon(STAT5A(+)),0.44766874000788104
6264,Trm3_TGFBR2,Regulon(CRX(+)),0.4476467630004192
4879,Trm-Prog1_ZNF683,Regulon(NR3C1(+)),0.4470356850525696
6236,Trm3_TGFBR2,Regulon(BACH2(+)),0.4459257304864398
4346,Trm-Exh4_TOX2,Regulon(EP300(+)),0.44588053761440777
118,Cycling-G2/M_TOP2A,Regulon(HLF(+)),0.4456018458555654
4987,Trm-Prog1_ZNF683,Regulon(XBP1(+)),0.4447262103758937
2020,Tcm2_IL7R,Regulon(ETV3(+)),0.4445680755682851
1908,Tcm1_ANXA1,Regulon(ZNF362(+)),0.44420855204712173
6249,Trm3_TGFBR2,Regulon(CBFB(+)),0.44351099760219204
5115,Trm-Prog2_XCL1,Regulon(ELF1(+)),0.4431536896099323
2156,Tcm2_IL7R,Regulon(NR3C1(+)),0.4418923126849411
4330,Trm-Exh4_TOX2,Regulon(E2F4(+)),0.4408165742519617
6257,Trm3_TGFBR2,Regulon(CNOT3(+)),0.44070957411352163
4470,Trm-Exh4_TOX2,Regulon(NFATC1(+)),0.43946293913484263
5199,Trm-Prog2_XCL1,Regulon(IRF8(+)),0.4364970547514371
6278,Trm3_TGFBR2,Regulon(E2F8(+)),0.43447599382291624
1561,Tcm1_ANXA1,Regulon(ASCL2(+)),0.4341646209758248
2619,Tem_GNLY,Regulon(STAT1(+)),0.433482121202034
2984,Treg_FOXP3,Regulon(SETDB1(+)),0.4333647703323364
1888,Tcm1_ANXA1,Regulon(ZFY(+)),0.4328367019539351
5294,Trm-Prog2_XCL1,Regulon(RARA(+)),0.43263536850960527
1398,Tc17_CEBPD,Regulon(POU5F1B(+)),0.43139166982992944
5191,Trm-Prog2_XCL1,Regulon(IKZF1(+)),0.43123435942267235
6421,Trm3_TGFBR2,Regulon(NFIL3(+)),0.43092926583152436
6385,Trm3_TGFBR2,Regulon(KLF8(+)),0.4308296676330645
52,Cycling-G2/M_TOP2A,Regulon(E2F6(+)),0.4303125080524413
1365,Tc17_CEBPD,Regulon(NFKB1(+)),0.42824824225933084
1615,Tcm1_ANXA1,Regulon(ELF2(+)),0.428093504050189
974,IRG_ISG15,Regulon(NFIB(+)),0.42802421020398634
6483,Trm3_TGFBR2,Regulon(SALL2(+)),0.42801822266063877
3051,Treg_FOXP3,Regulon(ZC3H7A(+)),0.42754890219478436
4206,Trm-Exh3_CCL4,Regulon(USF1(+)),0.4270236214041733
3229,Trm-Exh1_VCAM1,Regulon(HIVEP1(+)),0.4265675287942716
5337,Trm-Prog2_XCL1,Regulon(SP6(+)),0.4256017381519811
4564,Trm-Exh4_TOX2,Regulon(STAT1(+)),0.4254283617114796
6585,Trm3_TGFBR2,Regulon(ZNF467(+)),0.42537588244156227
1408,Tc17_CEBPD,Regulon(REL(+)),0.42499266819358017
591,Cycling-S_MCM7,Regulon(NFYC(+)),0.42456737455027016
1194,Tc17_CEBPD,Regulon(CEBPB(+)),0.4234136957283876
3586,Trm-Exh2_CXCL13,Regulon(FOXC1(+)),0.42335473832885717
535,Cycling-S_MCM7,Regulon(JUN(+)),0.42310062783961366
2524,Tem_GNLY,Regulon(NF1(+)),0.4226278978490277
1950,Tcm2_IL7R,Regulon(ASCL2(+)),0.422467859537809
4469,Trm-Exh4_TOX2,Regulon(NF1(+)),0.4224262581378726
5538,Trm1_GZMH,Regulon(FOXN3(+)),0.4213924419437601
6415,Trm3_TGFBR2,Regulon(NFATC1(+)),0.42102498448616665
2484,Tem_GNLY,Regulon(KDM5A(+)),0.42016460109954296
3045,Treg_FOXP3,Regulon(YY1(+)),0.4198759843337593
4418,Trm-Exh4_TOX2,Regulon(IRF4(+)),0.418842444879723
6454,Trm3_TGFBR2,Regulon(POU5F1(+)),0.4180923074252425
4961,Trm-Prog1_ZNF683,Regulon(TBX21(+)),0.4180227709364598
1694,Tcm1_ANXA1,Regulon(IRF3(+)),0.4171099065984195
2436,Tem_GNLY,Regulon(GATA6(+)),0.4165482355058226
5063,Trm-Prog2_XCL1,Regulon(ATF1(+)),0.41618818566970595
6414,Trm3_TGFBR2,Regulon(NF1(+)),0.41605286365576494
5103,Trm-Prog2_XCL1,Regulon(DDIT3(+)),0.41504156711458484
6481,Trm3_TGFBR2,Regulon(RUNX3(+)),0.41491037886541937
2472,Tem_GNLY,Regulon(IRF3(+)),0.41490558556044244
4988,Trm-Prog1_ZNF683,Regulon(YBX1(+)),0.41454636648101645
3830,Trm-Exh2_CXCL13,Regulon(ZEB1(+)),0.41425428591310615
4802,Trm-Prog1_ZNF683,Regulon(IKZF1(+)),0.4127482562236643
4534,Trm-Exh4_TOX2,Regulon(RUNX1(+)),0.41257475064871557
1595,Tcm1_ANXA1,Regulon(CREM(+)),0.41224263950933593
143,Cycling-G2/M_TOP2A,Regulon(IRF9(+)),0.411764440971141
17,Cycling-G2/M_TOP2A,Regulon(BCLAF1(+)),0.4106633789851135
4773,Trm-Prog1_ZNF683,Regulon(GSC(+)),0.410298467144894
6260,Trm3_TGFBR2,Regulon(CREB3(+)),0.40952703126136636
5197,Trm-Prog2_XCL1,Regulon(IRF5(+)),0.40918419264079064
6398,Trm3_TGFBR2,Regulon(MEF2C(+)),0.4086208256269842
4830,Trm-Prog1_ZNF683,Regulon(KLF9(+)),0.4078253356081819
2069,Tcm2_IL7R,Regulon(HOXA4(+)),0.4071704919708956
5842,Trm2_TNFSF9,Regulon(ATF3(+)),0.4066732578297074
6293,Trm3_TGFBR2,Regulon(ESR1(+)),0.40629068439575783
4959,Trm-Prog1_ZNF683,Regulon(TAF7(+)),0.40602310858257634
523,Cycling-S_MCM7,Regulon(IKZF1(+)),0.4054764887533385
3688,Trm-Exh2_CXCL13,Regulon(MYC(+)),0.4045488851875005
4283,Trm-Exh4_TOX2,Regulon(ASCL1(+)),0.4028756876677425
5349,Trm-Prog2_XCL1,Regulon(TBP(+)),0.40144437935589683
6603,Trm3_TGFBR2,Regulon(ZNF766(+)),0.40023168813886045
6575,Trm3_TGFBR2,Regulon(ZNF358(+)),0.39999074648422006
3538,Trm-Exh2_CXCL13,Regulon(CREB3L2(+)),0.39979427702896103
3609,Trm-Exh2_CXCL13,Regulon(HDAC2(+)),0.39977733144828187
6428,Trm3_TGFBR2,Regulon(NKX3-1(+)),0.3989895211247948
526,Cycling-S_MCM7,Regulon(IRF2(+)),0.3987915066323946
4816,Trm-Prog1_ZNF683,Regulon(JUND(+)),0.39845591081781184
6529,Trm3_TGFBR2,Regulon(TFCP2L1(+)),0.3973558551048645
2831,Treg_FOXP3,Regulon(HDAC2(+)),0.39689666052856176
6490,Trm3_TGFBR2,Regulon(SMAD2(+)),0.3967067062831189
6281,Trm3_TGFBR2,Regulon(EGR3(+)),0.3966177866476553
2230,Tcm2_IL7R,Regulon(STAT1(+)),0.3949409351861486
6258,Trm3_TGFBR2,Regulon(CPEB1(+)),0.3943948254625995
600,Cycling-S_MCM7,Regulon(NR3C1(+)),0.3940043823773479
1213,Tc17_CEBPD,Regulon(DDIT3(+)),0.393934232039101
2393,Tem_GNLY,Regulon(ELF2(+)),0.39380537255668496
329,Cycling-G2/M_TOP2A,Regulon(ZEB1(+)),0.39378412224020887
4033,Trm-Exh3_CCL4,Regulon(IRF9(+)),0.39296142222946967
3703,Trm-Exh2_CXCL13,Regulon(NFYC(+)),0.3928469045754704
2502,Tem_GNLY,Regulon(MAFF(+)),0.3925906280076014
4601,Trm-Exh4_TOX2,Regulon(YY1(+)),0.3916853293573628
4608,Trm-Exh4_TOX2,Regulon(ZEB1(+)),0.3915539605368575
4726,Trm-Prog1_ZNF683,Regulon(ELF1(+)),0.3914725849225634
6497,Trm3_TGFBR2,Regulon(SOX4(+)),0.39114655368719986
6455,Trm3_TGFBR2,Regulon(POU5F1B(+)),0.39057185074949785
4055,Trm-Exh3_CCL4,Regulon(LHX4(+)),0.3902906453992383
6364,Trm3_TGFBR2,Regulon(IRF5(+)),0.3901828564188086
1811,Tcm1_ANXA1,Regulon(RUNX1(+)),0.38957129766862686
1843,Tcm1_ANXA1,Regulon(STAT3(+)),0.3875635077554674
539,Cycling-S_MCM7,Regulon(KDM5A(+)),0.38677454926329374
6553,Trm3_TGFBR2,Regulon(ZEB1(+)),0.38668405686689616
4699,Trm-Prog1_ZNF683,Regulon(CHD2(+)),0.38643206254948315
1846,Tcm1_ANXA1,Regulon(TAF1(+)),0.38570641911855774
4576,Trm-Exh4_TOX2,Regulon(TCF7(+)),0.38535977703676705
1651,Tcm1_ANXA1,Regulon(FOXP1(+)),0.3853555450902786
3998,Trm-Exh3_CCL4,Regulon(HDAC2(+)),0.3842306539480253
1229,Tc17_CEBPD,Regulon(ELK1(+)),0.38385713351971257
4077,Trm-Exh3_CCL4,Regulon(MYC(+)),0.3837285102230142
2660,Tem_GNLY,Regulon(ZBTB7A(+)),0.38340507645918004
6019,Trm2_TNFSF9,Regulon(MTF1(+)),0.38312553924789433
5788,Trm1_GZMH,Regulon(ZNF23(+)),0.3830235425060519
2126,Tcm2_IL7R,Regulon(MSC(+)),0.38293348028185753
1719,Tcm1_ANXA1,Regulon(LEF1(+)),0.38203019187665976
4675,Trm-Prog1_ZNF683,Regulon(ATF3(+)),0.3799245068567719
209,Cycling-G2/M_TOP2A,Regulon(NR2C2(+)),0.37989061409967495
4114,Trm-Exh3_CCL4,Regulon(POLR2A(+)),0.37937627428772003
3149,Trm-Exh1_VCAM1,Regulon(CREB3L2(+)),0.37919366745798033
4420,Trm-Exh4_TOX2,Regulon(IRF7(+)),0.3781860372907001
6410,Trm3_TGFBR2,Regulon(MYB(+)),0.3773021951672455
4814,Trm-Prog1_ZNF683,Regulon(JUN(+)),0.3767574194816343
6489,Trm3_TGFBR2,Regulon(SMAD1(+)),0.3764457823424915
3009,Treg_FOXP3,Regulon(STAT2(+)),0.37596411193492796
537,Cycling-S_MCM7,Regulon(JUND(+)),0.3749699075927837
3774,Trm-Exh2_CXCL13,Regulon(SOX4(+)),0.37475160258311196
6307,Trm3_TGFBR2,Regulon(FOSL2(+)),0.37470210901598894
4360,Trm-Exh4_TOX2,Regulon(FOSB(+)),0.3739954443286782
4403,Trm-Exh4_TOX2,Regulon(HOXA4(+)),0.37325528272361325
4434,Trm-Exh4_TOX2,Regulon(KLF2(+)),0.37316503467371376
448,Cycling-S_MCM7,Regulon(ELF2(+)),0.3731333078329683
6442,Trm3_TGFBR2,Regulon(PBX1(+)),0.37204819230416497
2467,Tem_GNLY,Regulon(HSF1(+)),0.3715074481480884
2197,Tcm2_IL7R,Regulon(RORC(+)),0.3712938222802007
6250,Trm3_TGFBR2,Regulon(CD59(+)),0.37006079859242474
6480,Trm3_TGFBR2,Regulon(RUNX2(+)),0.36886419673584453
6404,Trm3_TGFBR2,Regulon(MLXIP(+)),0.3687093982374318
6227,Trm3_TGFBR2,Regulon(ARNT2(+)),0.3686336734818631
