,cell_type,regulon,Z
4126,Trm-Exh3_CCL4,Regulon(RAD21(+)),0.1492574254955714
3536,Trm-Exh2_CXCL13,Regulon(CREB1(+)),0.14916481323342878
2253,Tcm2_IL7R,Regulon(TFE3(+)),0.14913784721956003
620,Cycling-S_MCM7,Regulon(POU5F1B(+)),0.1491060236099902
2798,Treg_FOXP3,Regulon(ETV3(+)),0.14885111650504415
3039,Treg_FOXP3,Regulon(USF1(+)),0.14868953504541713
6070,Trm2_TNFSF9,Regulon(PSMD12(+)),0.14867260891656262
2754,Treg_FOXP3,Regulon(CHD2(+)),0.14866833450491077
1182,Tc17_CEBPD,Regulon(BCL11B(+)),0.1484815832340492
301,Cycling-G2/M_TOP2A,Regulon(TFAP2A(+)),0.1484720306487034
2775,Treg_FOXP3,Regulon(E2F6(+)),0.14836835310156765
3864,Trm-Exh2_CXCL13,Regulon(ZNF490(+)),0.14817977940963073
4146,Trm-Exh3_CCL4,Regulon(RUNX2(+)),0.14744965260451334
3385,Trm-Exh1_VCAM1,Regulon(SOX4(+)),0.14730685392282833
2154,Tcm2_IL7R,Regulon(NR2C2(+)),0.14695357779250262
3037,Treg_FOXP3,Regulon(TRIM28(+)),0.1468360985900634
5979,Trm2_TNFSF9,Regulon(JAZF1(+)),0.14670225432505013
2746,Treg_FOXP3,Regulon(BRF1(+)),0.14622148999385698
2837,Treg_FOXP3,Regulon(HIC1(+)),0.1457387377305104
5910,Trm2_TNFSF9,Regulon(ETV3(+)),0.14570574320301186
5759,Trm1_GZMH,Regulon(TP73(+)),0.14545581204586652
3212,Trm-Exh1_VCAM1,Regulon(GABPB1(+)),0.1453505790126328
5181,Trm-Prog2_XCL1,Regulon(HOXA4(+)),0.14533852233963443
66,Cycling-G2/M_TOP2A,Regulon(EOMES(+)),0.14521426852443292
1965,Tcm2_IL7R,Regulon(BHLHE41(+)),0.14490279411452037
1503,Tc17_CEBPD,Regulon(ZNF143(+)),0.14484204625724373
1918,Tcm1_ANXA1,Regulon(ZNF480(+)),0.14470060146512867
2732,Treg_FOXP3,Regulon(ATF5(+)),0.1444977539656527
5695,Trm1_GZMH,Regulon(RFXANK(+)),0.14424766513987677
6298,Trm3_TGFBR2,Regulon(ETV2(+)),0.1440337776416389
6036,Trm2_TNFSF9,Regulon(NFYB(+)),0.14403325230407946
3651,Trm-Exh2_CXCL13,Regulon(KDM5A(+)),0.1440042508579439
2861,Treg_FOXP3,Regulon(IRF3(+)),0.14399851951342163
6484,Trm3_TGFBR2,Regulon(SALL4(+)),0.14392444069504268
2454,Tem_GNLY,Regulon(HMX2(+)),0.1438964201101714
3061,Treg_FOXP3,Regulon(ZNF189(+)),0.1438024094470271
2782,Treg_FOXP3,Regulon(ELF2(+)),0.14372178895304885
4171,Trm-Exh3_CCL4,Regulon(SPI1(+)),0.1434097866080516
467,Cycling-S_MCM7,Regulon(ETV7(+)),0.1430962761467045
3114,Trm-Exh1_VCAM1,Regulon(ARID3A(+)),0.14283911222711154
2268,Tcm2_IL7R,Regulon(ZBED1(+)),0.1427294206411698
1272,Tc17_CEBPD,Regulon(GSC(+)),0.1419695876868799
4160,Trm-Exh3_CCL4,Regulon(SMARCC2(+)),0.1415980515473358
3209,Trm-Exh1_VCAM1,Regulon(FOXP3(+)),0.14156811600966293
5662,Trm1_GZMH,Regulon(PATZ1(+)),0.14148308332649065
379,Cycling-G2/M_TOP2A,Regulon(ZNF766(+)),0.14133878157316973
6148,Trm2_TNFSF9,Regulon(TP73(+)),0.14132268348398505
5650,Trm1_GZMH,Regulon(NKX3-1(+)),0.1413012215114687
2120,Tcm2_IL7R,Regulon(MEF2D(+)),0.14118025357009462
3746,Trm-Exh2_CXCL13,Regulon(RFX2(+)),0.14107655774223282
3954,Trm-Exh3_CCL4,Regulon(ELK4(+)),0.14103158202208757
1258,Tc17_CEBPD,Regulon(FOXN2(+)),0.1403996701203633
4412,Trm-Exh4_TOX2,Regulon(HSF1(+)),0.14015770268067626
570,Cycling-S_MCM7,Regulon(MSC(+)),0.13995528865929147
3115,Trm-Exh1_VCAM1,Regulon(ARNT2(+)),0.13968047973629344
1707,Tcm1_ANXA1,Regulon(KLF10(+)),0.13948173257021113
1818,Tcm1_ANXA1,Regulon(SIN3A(+)),0.13947068300276474
4173,Trm-Exh3_CCL4,Regulon(SREBF2(+)),0.13937417508637373
992,IRG_ISG15,Regulon(NRF1(+)),0.13934928014926554
3596,Trm-Exh2_CXCL13,Regulon(FOXP1(+)),0.13934481290702222
1401,Tc17_CEBPD,Regulon(PPARG(+)),0.1393066922282234
1867,Tcm1_ANXA1,Regulon(THAP1(+)),0.13928367755055238
4929,Trm-Prog1_ZNF683,Regulon(SETDB1(+)),0.13927217885804344
2887,Treg_FOXP3,Regulon(LHX1(+)),0.1391549745874739
2909,Treg_FOXP3,Regulon(MYB(+)),0.13889514176213325
4145,Trm-Exh3_CCL4,Regulon(RUNX1(+)),0.1386343759301742
2819,Treg_FOXP3,Regulon(FOXP2(+)),0.13854842546442625
2549,Tem_GNLY,Regulon(OSR2(+)),0.1383393392469775
2853,Treg_FOXP3,Regulon(HOXC5(+)),0.13819407256221972
1316,Tc17_CEBPD,Regulon(KDM4B(+)),0.13816221018912037
1199,Tc17_CEBPD,Regulon(CLOCK(+)),0.13800555629464506
1338,Tc17_CEBPD,Regulon(MAX(+)),0.13785064566436128
2951,Treg_FOXP3,Regulon(POU2F2(+)),0.13776207738897572
690,Cycling-S_MCM7,Regulon(TFAP2A(+)),0.137422993261527
1122,IRG_ISG15,Regulon(ZNF235(+)),0.13712741085990696
1467,Tc17_CEBPD,Regulon(TEF(+)),0.1371241413517206
1303,Tc17_CEBPD,Regulon(IRF1(+)),0.13690417658338247
5905,Trm2_TNFSF9,Regulon(ESRRA(+)),0.13651176960973313
4808,Trm-Prog1_ZNF683,Regulon(IRF5(+)),0.13642748804886304
3890,Trm-Exh3_CCL4,Regulon(AHCTF1(+)),0.13621138382748024
3949,Trm-Exh3_CCL4,Regulon(ELF2(+)),0.13608572477444575
1758,Tcm1_ANXA1,Regulon(NFYC(+)),0.135743197525813
3637,Trm-Exh2_CXCL13,Regulon(IRF1(+)),0.13566381650946369
4624,Trm-Exh4_TOX2,Regulon(ZNF239(+)),0.13565375821127565
5781,Trm1_GZMH,Regulon(ZNF121(+)),0.13532994862148665
3601,Trm-Exh2_CXCL13,Regulon(GABPB1(+)),0.1351220509065514
4584,Trm-Exh4_TOX2,Regulon(TFCP2L1(+)),0.13482067236689663
1073,IRG_ISG15,Regulon(TCF12(+)),0.1346525429600925
6431,Trm3_TGFBR2,Regulon(NR1H3(+)),0.13442173674494592
3615,Trm-Exh2_CXCL13,Regulon(HIC1(+)),0.13420652554014167
630,Cycling-S_MCM7,Regulon(REL(+)),0.13399398052992081
5287,Trm-Prog2_XCL1,Regulon(POU5F1(+)),0.13396044128977372
768,Cycling-S_MCM7,Regulon(ZNF766(+)),0.13391399153067815
1734,Tcm1_ANXA1,Regulon(MIOS(+)),0.13380785280857804
3033,Treg_FOXP3,Regulon(TGIF2(+)),0.13367758216100165
3911,Trm-Exh3_CCL4,Regulon(BPTF(+)),0.13349841453761482
1256,Tc17_CEBPD,Regulon(FOXK1(+)),0.1332871241316674
402,Cycling-S_MCM7,Regulon(BARX2(+)),0.13316588603855875
507,Cycling-S_MCM7,Regulon(HLF(+)),0.13295383040634326
3723,Trm-Exh2_CXCL13,Regulon(PLAG1(+)),0.13287109740268108
113,Cycling-G2/M_TOP2A,Regulon(HEY2(+)),0.13274508157912732
2362,Tem_GNLY,Regulon(CEBPD(+)),0.13250656731558993
3200,Trm-Exh1_VCAM1,Regulon(FOXJ2(+)),0.13250537312660415
3281,Trm-Exh1_VCAM1,Regulon(MAFG(+)),0.1320288553460938
3237,Trm-Exh1_VCAM1,Regulon(HOXB13(+)),0.13178519742012768
5944,Trm2_TNFSF9,Regulon(HES1(+)),0.1317640144936715
667,Cycling-S_MCM7,Regulon(SP3(+)),0.1315615459793502
1115,IRG_ISG15,Regulon(ZNF181(+)),0.13155956778785408
2679,Tem_GNLY,Regulon(ZNF239(+)),0.13143498220201116
4436,Trm-Exh4_TOX2,Regulon(KLF4(+)),0.13133536440196653
5810,Trm1_GZMH,Regulon(ZNF502(+)),0.13128090847766508
6441,Trm3_TGFBR2,Regulon(PAX8(+)),0.13123147354382575
548,Cycling-S_MCM7,Regulon(KLF6(+)),0.1307728933873587
3741,Trm-Exh2_CXCL13,Regulon(RBBP5(+)),0.1307383404257611
1191,Tc17_CEBPD,Regulon(BRF2(+)),0.13049167659279493
3776,Trm-Exh2_CXCL13,Regulon(SOX9(+)),0.13043658860075832
4237,Trm-Exh3_CCL4,Regulon(ZNF274(+)),0.13040046105762396
119,Cycling-G2/M_TOP2A,Regulon(HMGA1(+)),0.13013656249783812
6564,Trm3_TGFBR2,Regulon(ZNF205(+)),0.12982663378582696
59,Cycling-G2/M_TOP2A,Regulon(ELF2(+)),0.12979697592003075
2170,Tcm2_IL7R,Regulon(POLR3A(+)),0.12973689425494547
2574,Tem_GNLY,Regulon(RBBP5(+)),0.12962396840591867
2783,Treg_FOXP3,Regulon(ELF3(+)),0.12953979788993336
1901,Tcm1_ANXA1,Regulon(ZNF239(+)),0.12939820596035445
3172,Trm-Exh1_VCAM1,Regulon(ELF3(+)),0.12932294459329652
2635,Tem_GNLY,Regulon(TFAP2A(+)),0.12923538441775753
3239,Trm-Exh1_VCAM1,Regulon(HOXB7(+)),0.12916822634806147
2198,Tcm2_IL7R,Regulon(RPP25(+)),0.12901976710497987
4255,Trm-Exh3_CCL4,Regulon(ZNF513(+)),0.1289033230562363
2652,Tem_GNLY,Regulon(VEZF1(+)),0.1289021662514977
3675,Trm-Exh2_CXCL13,Regulon(MEF2C(+)),0.12886018518443224
4519,Trm-Exh4_TOX2,Regulon(RBBP5(+)),0.12877264849903075
229,Cycling-G2/M_TOP2A,Regulon(POU3F1(+)),0.12841183551673815
3940,Trm-Exh3_CCL4,Regulon(E2F3(+)),0.1282046085908741
5338,Trm-Prog2_XCL1,Regulon(SPI1(+)),0.12818487692290448
3182,Trm-Exh1_VCAM1,Regulon(ESRRA(+)),0.12791426012081622
815,IRG_ISG15,Regulon(CREB3L2(+)),0.12784991537467832
6329,Trm3_TGFBR2,Regulon(GSC(+)),0.12768085633321022
3393,Trm-Exh1_VCAM1,Regulon(SPI1(+)),0.12763038240599187
3087,Treg_FOXP3,Regulon(ZNF502(+)),0.12754847905321978
6055,Trm2_TNFSF9,Regulon(PHF8(+)),0.1274523955516694
150,Cycling-G2/M_TOP2A,Regulon(KDM5A(+)),0.1272265434041589
4502,Trm-Exh4_TOX2,Regulon(POLE4(+)),0.1272181181098994
5206,Trm-Prog2_XCL1,Regulon(KDM4B(+)),0.12696504281620308
3742,Trm-Exh2_CXCL13,Regulon(REL(+)),0.1267783364553649
3531,Trm-Exh2_CXCL13,Regulon(CERS2(+)),0.1267376163392317
1113,IRG_ISG15,Regulon(ZNF121(+)),0.12672502653507073
5072,Trm-Prog2_XCL1,Regulon(BCL11B(+)),0.1264921634448624
94,Cycling-G2/M_TOP2A,Regulon(FOXO3(+)),0.12636193234147441
4718,Trm-Prog1_ZNF683,Regulon(E2F3(+)),0.1263496120576792
2320,Tcm2_IL7R,Regulon(ZNF66(+)),0.12631086213326753
1345,Tc17_CEBPD,Regulon(MIOS(+)),0.1255512370570861
6199,Trm2_TNFSF9,Regulon(ZNF502(+)),0.12555068787259357
2112,Tcm2_IL7R,Regulon(MAFB(+)),0.12541604101002474
5487,Trm1_GZMH,Regulon(CTBP1(+)),0.12520170936877256
4017,Trm-Exh3_CCL4,Regulon(HOXB7(+)),0.12512442273211338
1588,Tcm1_ANXA1,Regulon(CLOCK(+)),0.12506794449578823
1568,Tcm1_ANXA1,Regulon(BACH2(+)),0.12504579295187274
6109,Trm2_TNFSF9,Regulon(SOX5(+)),0.12484412934147479
2305,Tcm2_IL7R,Regulon(ZNF460(+)),0.12481434485639364
5903,Trm2_TNFSF9,Regulon(ERF(+)),0.12452721002145323
5021,Trm-Prog1_ZNF683,Regulon(ZNF37A(+)),0.12449126373404754
6041,Trm2_TNFSF9,Regulon(NR1D1(+)),0.12448156426447307
4580,Trm-Exh4_TOX2,Regulon(TFAP2A(+)),0.12442349374857967
5086,Trm-Prog2_XCL1,Regulon(CEBPG(+)),0.1243409614660115
1882,Tcm1_ANXA1,Regulon(ZBTB7A(+)),0.12426797528372888
2161,Tcm2_IL7R,Regulon(PATZ1(+)),0.12421774417454957
1916,Tcm1_ANXA1,Regulon(ZNF460(+)),0.12403486389297264
6469,Trm3_TGFBR2,Regulon(RFX2(+)),0.12345564483564066
482,Cycling-S_MCM7,Regulon(FOXO1(+)),0.12302087935214563
1039,IRG_ISG15,Regulon(SETDB1(+)),0.12277504940392804
5116,Trm-Prog2_XCL1,Regulon(ELF2(+)),0.12248871336681164
6043,Trm2_TNFSF9,Regulon(NR2C1(+)),0.1221737321582438
5655,Trm1_GZMH,Regulon(NR2C2(+)),0.12191218752439502
1475,Tc17_CEBPD,Regulon(TFE3(+)),0.12161776982141886
2927,Treg_FOXP3,Regulon(NKX3-1(+)),0.12119862830239718
2123,Tcm2_IL7R,Regulon(MIOS(+)),0.12105799131486805
440,Cycling-S_MCM7,Regulon(E2F4(+)),0.12080354683015695
4182,Trm-Exh3_CCL4,Regulon(TBP(+)),0.12050635110011672
3376,Trm-Exh1_VCAM1,Regulon(SIX5(+)),0.12047662443217647
2766,Treg_FOXP3,Regulon(CTNNB1(+)),0.12040790982297221
5516,Trm1_GZMH,Regulon(ESRRA(+)),0.12024762238443833
224,Cycling-G2/M_TOP2A,Regulon(POLR2A(+)),0.12007821818471671
756,Cycling-S_MCM7,Regulon(ZNF568(+)),0.11984132786195946
6084,Trm2_TNFSF9,Regulon(RFXANK(+)),0.11939279429066388
2803,Treg_FOXP3,Regulon(FOS(+)),0.1193710840009794
2167,Tcm2_IL7R,Regulon(PLAG1(+)),0.11932455319455884
6212,Trm2_TNFSF9,Regulon(ZNF69(+)),0.11924134697501608
3793,Trm-Exh2_CXCL13,Regulon(TBP(+)),0.11905476986818016
868,IRG_ISG15,Regulon(FOXK2(+)),0.11894987856663501
2949,Treg_FOXP3,Regulon(POLR3G(+)),0.11885912813590192
5942,Trm2_TNFSF9,Regulon(GTF3C2(+)),0.11827594280549632
4433,Trm-Exh4_TOX2,Regulon(KLF16(+)),0.11819393395225924
1772,Tcm1_ANXA1,Regulon(PATZ1(+)),0.11819100734244388
3072,Treg_FOXP3,Regulon(ZNF341(+)),0.11812476644332434
5235,Trm-Prog2_XCL1,Regulon(MIOS(+)),0.1179011951620623
3863,Trm-Exh2_CXCL13,Regulon(ZNF480(+)),0.11769367905921303
3479,Trm-Exh1_VCAM1,Regulon(ZNF568(+)),0.11768907109977124
4626,Trm-Exh4_TOX2,Regulon(ZNF274(+)),0.1175739739213215
4573,Trm-Exh4_TOX2,Regulon(TBX6(+)),0.1175023422443352
2908,Treg_FOXP3,Regulon(MXI1(+)),0.11747988025182211
1490,Tc17_CEBPD,Regulon(ZBED1(+)),0.11746025129963465
3456,Trm-Exh1_VCAM1,Regulon(ZNF235(+)),0.11734130679709008
2977,Treg_FOXP3,Regulon(RREB1(+)),0.11732977029395038
2263,Tcm2_IL7R,Regulon(VEZF1(+)),0.11720849427763597
6170,Trm2_TNFSF9,Regulon(ZNF121(+)),0.11719476300311135
4713,Trm-Prog1_ZNF683,Regulon(DBX1(+)),0.11719314081802498
439,Cycling-S_MCM7,Regulon(E2F3(+)),0.11700767684331247
6403,Trm3_TGFBR2,Regulon(MLX(+)),0.11680931594961635
3345,Trm-Exh1_VCAM1,Regulon(PPARA(+)),0.11669683051468016
3811,Trm-Exh2_CXCL13,Regulon(TGIF2(+)),0.11658872706190743
4937,Trm-Prog1_ZNF683,Regulon(SMARCA5(+)),0.11647700864041834
2993,Treg_FOXP3,Regulon(SMARCC2(+)),0.11644729676412775
4138,Trm-Exh3_CCL4,Regulon(RFX8(+)),0.11641204246358541
6138,Trm2_TNFSF9,Regulon(TFAP4(+)),0.11628736648821428
5297,Trm-Prog2_XCL1,Regulon(RBBP5(+)),0.11627435786498068
3699,Trm-Exh2_CXCL13,Regulon(NFKB1(+)),0.11585590855195807
1024,IRG_ISG15,Regulon(RFX3(+)),0.1154487679737675
5878,Trm2_TNFSF9,Regulon(CTNNB1(+)),0.11529289646049419
5896,Trm2_TNFSF9,Regulon(ELF4(+)),0.11511404866699519
5573,Trm1_GZMH,Regulon(HOXB7(+)),0.11511243979978238
5056,Trm-Prog1_ZNF683,Regulon(ZSCAN2(+)),0.11503129260108234
431,Cycling-S_MCM7,Regulon(CTCF(+)),0.11498144998245721
2698,Tem_GNLY,Regulon(ZNF502(+)),0.114961840519278
2425,Tem_GNLY,Regulon(FOXN2(+)),0.11495064339016325
2009,Tcm2_IL7R,Regulon(ELK4(+)),0.11454035339940627
1983,Tcm2_IL7R,Regulon(CREBL2(+)),0.1144177077248527
4079,Trm-Exh3_CCL4,Regulon(MZF1(+)),0.11425380793589497
3541,Trm-Exh2_CXCL13,Regulon(CRX(+)),0.11421857941120923
6176,Trm2_TNFSF9,Regulon(ZNF215(+)),0.11404932613269031
2169,Tcm2_IL7R,Regulon(POLR2A(+)),0.11401335365799645
1851,Tcm1_ANXA1,Regulon(TCF12(+)),0.11374845418973262
5246,Trm-Prog2_XCL1,Regulon(MZF1(+)),0.11366709852955754
5351,Trm-Prog2_XCL1,Regulon(TBX6(+)),0.11365617609562344
4899,Trm-Prog1_ZNF683,Regulon(POU5F1B(+)),0.11328944136767678
3454,Trm-Exh1_VCAM1,Regulon(ZNF23(+)),0.11298651062918794
3797,Trm-Exh2_CXCL13,Regulon(TCF3(+)),0.11293495260876338
3104,Treg_FOXP3,Regulon(ZNF772(+)),0.11288814535784443
4880,Trm-Prog1_ZNF683,Regulon(NR3C2(+)),0.112698874283028
2971,Treg_FOXP3,Regulon(RFX8(+)),0.11264056223720886
3823,Trm-Exh2_CXCL13,Regulon(YY1(+)),0.11218056581414235
1771,Tcm1_ANXA1,Regulon(OSR2(+)),0.11194402382119546
2546,Tem_GNLY,Regulon(NR3C2(+)),0.1117133661878446
3086,Treg_FOXP3,Regulon(ZNF490(+)),0.11144254397365995
2323,Tcm2_IL7R,Regulon(ZNF76(+)),0.11141741349698418
1527,Tc17_CEBPD,Regulon(ZNF460(+)),0.11132967666275728
318,Cycling-G2/M_TOP2A,Regulon(VEZF1(+)),0.1113269952134912
5711,Trm1_GZMH,Regulon(SMAD1(+)),0.11111893455104964
4642,Trm-Exh4_TOX2,Regulon(ZNF490(+)),0.1110284221159899
4105,Trm-Exh3_CCL4,Regulon(OSR2(+)),0.1102220234699698
1185,Tc17_CEBPD,Regulon(BDP1(+)),0.11010421407033558
4236,Trm-Exh3_CCL4,Regulon(ZNF263(+)),0.11009268995658836
4069,Trm-Exh3_CCL4,Regulon(MLX(+)),0.10971166592104553
5710,Trm1_GZMH,Regulon(SIX5(+)),0.10941615374657676
4460,Trm-Exh4_TOX2,Regulon(MSC(+)),0.10937814960345636
3429,Trm-Exh1_VCAM1,Regulon(VDR(+)),0.10925121105005559
5999,Trm2_TNFSF9,Regulon(LHX1(+)),0.1092430789475973
820,IRG_ISG15,Regulon(CTCF(+)),0.10923316250727558
5213,Trm-Prog2_XCL1,Regulon(KLF3(+)),0.10899858625582275
2645,Tem_GNLY,Regulon(THAP1(+)),0.10894756479995973
1212,Tc17_CEBPD,Regulon(DBX1(+)),0.10882184517058134
6017,Trm2_TNFSF9,Regulon(MSX1(+)),0.10868633709594584
2165,Tcm2_IL7R,Regulon(PHF8(+)),0.10867176799263933
5628,Trm1_GZMH,Regulon(MSX1(+)),0.10860469416881109
1027,IRG_ISG15,Regulon(RFXANK(+)),0.10823008044900878
5520,Trm1_GZMH,Regulon(ETV2(+)),0.10815896411473122
1385,Tc17_CEBPD,Regulon(PBX1(+)),0.1079875270214295
785,IRG_ISG15,Regulon(ATF3(+)),0.10767169715284046
1824,Tcm1_ANXA1,Regulon(SMAD5(+)),0.10759811495258571
3307,Trm-Exh1_VCAM1,Regulon(NFIA(+)),0.1075202393026303
26,Cycling-G2/M_TOP2A,Regulon(CD59(+)),0.10738584907188253
3466,Trm-Exh1_VCAM1,Regulon(ZNF415(+)),0.10732694577234969
294,Cycling-G2/M_TOP2A,Regulon(TBX6(+)),0.10732440910366522
6098,Trm2_TNFSF9,Regulon(SIX3(+)),0.10731860243754615
3575,Trm-Exh2_CXCL13,Regulon(ETV2(+)),0.10729768758990993
1224,Tc17_CEBPD,Regulon(EGR3(+)),0.1072714716199699
5553,Trm1_GZMH,Regulon(GTF3C2(+)),0.10717573634446154
4957,Trm-Prog1_ZNF683,Regulon(STAT5B(+)),0.10708733182888197
5729,Trm1_GZMH,Regulon(SREBF2(+)),0.1069908036465299
922,IRG_ISG15,Regulon(JAZF1(+)),0.10696783641485437
3355,Trm-Exh1_VCAM1,Regulon(RELB(+)),0.10690200831390793
1478,Tc17_CEBPD,Regulon(THAP1(+)),0.10662084900905264
4229,Trm-Exh3_CCL4,Regulon(ZNF200(+)),0.1063182627963419
1592,Tcm1_ANXA1,Regulon(CREB3(+)),0.10624645765668135
5610,Trm1_GZMH,Regulon(LHX1(+)),0.10616027206546808
3745,Trm-Exh2_CXCL13,Regulon(REST(+)),0.10613951442451204
5013,Trm-Prog1_ZNF683,Regulon(ZNF239(+)),0.10609802716359222
4834,Trm-Prog1_ZNF683,Regulon(MAF(+)),0.10601328864539362
4960,Trm-Prog1_ZNF683,Regulon(TBP(+)),0.10601127878097878
2438,Tem_GNLY,Regulon(GMEB2(+)),0.1056248577970074
4664,Trm-Exh4_TOX2,Regulon(ZNF84(+)),0.10533401561457115
4454,Trm-Exh4_TOX2,Regulon(MEF2D(+)),0.10529962016978883
6189,Trm2_TNFSF9,Regulon(ZNF415(+)),0.10525540455196071
2617,Tem_GNLY,Regulon(SREBF2(+)),0.10525311112502692
1552,Tc17_CEBPD,Regulon(ZNF84(+)),0.10502982390006692
1225,Tc17_CEBPD,Regulon(ELF1(+)),0.10478898111443485
2267,Tcm2_IL7R,Regulon(YY1(+)),0.10462930944923972
1926,Tcm1_ANXA1,Regulon(ZNF592(+)),0.10453375894108574
3394,Trm-Exh1_VCAM1,Regulon(SREBF1(+)),0.10449122347288713
688,Cycling-S_MCM7,Regulon(TEAD3(+)),0.10438228138693538
5692,Trm1_GZMH,Regulon(RFX3(+)),0.10431899077119813
6373,Trm3_TGFBR2,Regulon(KDM4B(+)),0.10429038632854622
2395,Tem_GNLY,Regulon(ELF4(+)),0.10421341952967719
5404,Trm-Prog2_XCL1,Regulon(ZNF274(+)),0.10419824287804502
3388,Trm-Exh1_VCAM1,Regulon(SP1(+)),0.10399524125373652
4131,Trm-Exh3_CCL4,Regulon(REL(+)),0.10389670924564251
4257,Trm-Exh3_CCL4,Regulon(ZNF568(+)),0.10377391439362833
915,IRG_ISG15,Regulon(IRF2(+)),0.10338189519121424
1200,Tc17_CEBPD,Regulon(CNOT3(+)),0.10335742488762699
1960,Tcm2_IL7R,Regulon(BCL11B(+)),0.10323078205486473
5780,Trm1_GZMH,Regulon(ZKSCAN8(+)),0.10313238948004706
3276,Trm-Exh1_VCAM1,Regulon(LHX1(+)),0.10291673626992906
4982,Trm-Prog1_ZNF683,Regulon(TRIM28(+)),0.10278884424390257
1428,Tc17_CEBPD,Regulon(SETDB1(+)),0.1026891332690597
1459,Tc17_CEBPD,Regulon(TBP(+)),0.10263969849159699
3756,Trm-Exh2_CXCL13,Regulon(RUNX1(+)),0.10262498271467546
93,Cycling-G2/M_TOP2A,Regulon(FOXO1(+)),0.10253407980481129
876,IRG_ISG15,Regulon(FOXP4(+)),0.10240422820068855
5607,Trm1_GZMH,Regulon(KLF8(+)),0.10236293708271182
781,IRG_ISG15,Regulon(ARNT2(+)),0.10226133597608968
4652,Trm-Exh4_TOX2,Regulon(ZNF611(+)),0.10224537184561294
1481,Tc17_CEBPD,Regulon(TRIM28(+)),0.10221304707978317
1379,Tc17_CEBPD,Regulon(NR3C2(+)),0.10216372218131634
5403,Trm-Prog2_XCL1,Regulon(ZNF263(+)),0.10194586788308473
2881,Treg_FOXP3,Regulon(KLF5(+)),0.10189964189536045
2090,Tcm2_IL7R,Regulon(JDP2(+)),0.10189450331113314
4674,Trm-Prog1_ZNF683,Regulon(ATF1(+)),0.10185406787336945
5343,Trm-Prog2_XCL1,Regulon(STAT2(+)),0.10165283637308906
843,IRG_ISG15,Regulon(EMX1(+)),0.10161806051492289
1952,Tcm2_IL7R,Regulon(ATF3(+)),0.10122938734296633
4066,Trm-Exh3_CCL4,Regulon(MEIS1(+)),0.1010080957366534
5493,Trm1_GZMH,Regulon(DEAF1(+)),0.10085504601235734
3477,Trm-Exh1_VCAM1,Regulon(ZNF513(+)),0.10077611794792785
4759,Trm-Prog1_ZNF683,Regulon(FOXN2(+)),0.1007381458349596
5676,Trm1_GZMH,Regulon(POU5F1(+)),0.10068373032164522
5613,Trm1_GZMH,Regulon(MAFB(+)),0.10067559793703601
2612,Tem_GNLY,Regulon(SP3(+)),0.1004867331240273
2838,Treg_FOXP3,Regulon(HINFP(+)),0.10036243098025643
3053,Treg_FOXP3,Regulon(ZFP3(+)),0.1003399531025716
1981,Tcm2_IL7R,Regulon(CREB3(+)),0.1002719519237583
1274,Tc17_CEBPD,Regulon(GTF3C2(+)),0.10019777697970592
4009,Trm-Exh3_CCL4,Regulon(HMGA1(+)),0.10013170071575286
2869,Treg_FOXP3,Regulon(JUN(+)),0.10011508309222959
4511,Trm-Exh4_TOX2,Regulon(POU6F1(+)),0.10007437236766983
2150,Tcm2_IL7R,Regulon(NPAS2(+)),0.10005079766545236
